Rooms,Type,Price,Method,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,SellerG,Suburb,date_month,date_year,zipcode,airbnb_price_mean,airbnb_record_count,airbnb_weekly_price_mean,airbnb_weekly_price_count,airbnb_monthly_price_mean,airbnb_monthly_price_count
3,h,940000.0,SP,2017-07-22,11.2,3046.0,2.0,5.0,627.0,173.0,1960.0,-37.70198,144.92166,Northern Metropolitan,8870.0,Stockdale,Glenroy,7,2017,3046.0,69.03333333333333,60.0,0.10469338814662557,5.0,0.05932969887066128,3.0
2,u,435000.0,S,2017-07-22,11.2,3046.0,1.0,1.0,144.0,73.0,2010.0,-37.70628,144.92379,Northern Metropolitan,8870.0,Nelson,Glenroy,7,2017,3046.0,69.03333333333333,60.0,0.10469338814662557,5.0,0.05932969887066128,3.0
3,h,725000.0,S,2017-07-22,16.1,3088.0,2.0,2.0,672.0,,,-37.68989000000001,145.10698,Northern Metropolitan,8524.0,Buckingham,Greensborough,7,2017,3088.0,68.36363636363636,11.0,0.04933196300102774,2.0,0.04418610440367429,2.0
3,h,476500.0,SP,2017-07-22,20.4,3059.0,1.0,1.0,321.0,,,-37.63995,144.89022,Northern Metropolitan,4864.0,Brad,Greenvale,7,2017,3059.0,136.41176470588235,17.0,0.1428799817289026,3.0,0.126044493125223,3.0
4,h,741000.0,S,2017-07-22,11.2,3046.0,1.0,2.0,652.0,158.0,1960.0,-37.705420000000004,144.95127,Northern Metropolitan,2606.0,Nelson,Hadfield,7,2017,3046.0,69.03333333333333,60.0,0.10469338814662557,5.0,0.05932969887066128,3.0
3,h,550000.0,S,2017-07-22,11.2,3046.0,1.0,2.0,325.0,100.0,1950.0,-37.70325,144.94756999999996,Northern Metropolitan,2606.0,Eview,Hadfield,7,2017,3046.0,69.03333333333333,60.0,0.10469338814662557,5.0,0.05932969887066128,3.0
3,h,1930000.0,S,2017-07-22,13.8,3188.0,2.0,2.0,720.0,,,-37.94229,145.01306,Southern Metropolitan,5454.0,Buxton,Hampton,7,2017,3188.0,245.11267605633802,71.0,0.6104008221993833,10.0,0.5096407303223165,9.0
3,t,1405000.0,S,2017-07-22,13.8,3188.0,2.0,2.0,220.0,139.0,2014.0,-37.934870000000004,145.00093,Southern Metropolitan,5454.0,Buxton,Hampton,7,2017,3188.0,245.11267605633802,71.0,0.6104008221993833,10.0,0.5096407303223165,9.0
2,u,500000.0,VB,2017-07-22,5.3,3122.0,1.0,1.0,2338.0,,,-37.83032,145.03898999999996,Southern Metropolitan,11308.0,Kay,Hawthorn,7,2017,3122.0,180.57065217391303,184.0,0.8586045449354802,24.0,0.9408404072589678,10.0
2,u,520000.0,VB,2017-07-22,6.2,3123.0,1.0,1.0,0.0,,,-37.841390000000004,145.05045,Southern Metropolitan,6482.0,Thomas,Hawthorn East,7,2017,3123.0,151.2962962962963,81.0,0.6471622701838531,12.0,0.6807149436160413,8.0
4,h,1270500.0,S,2017-07-22,21.3,3135.0,2.0,3.0,801.0,180.0,1957.0,-37.82734,145.24487,Eastern Metropolitan,3794.0,Philip,Heathmont,7,2017,3135.0,104.11764705882354,17.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,751000.0,SP,2017-07-22,21.3,3135.0,1.0,2.0,693.0,129.0,1950.0,-37.825359999999996,145.24893,Eastern Metropolitan,3794.0,Mandy,Heathmont,7,2017,3135.0,104.11764705882354,17.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,1515000.0,SP,2017-07-22,8.9,3084.0,1.0,3.0,827.0,,1950.0,-37.74776,145.06217,Eastern Metropolitan,2890.0,Miles,Heidelberg,7,2017,3084.0,127.20833333333333,72.0,0.5310037684138404,8.0,0.21134649373926462,5.0
2,h,735000.0,S,2017-07-22,8.8,3081.0,1.0,4.0,600.0,,,-37.74798,145.03765,Eastern Metropolitan,2674.0,Harcourts,Heidelberg West,7,2017,3081.0,83.65789473684211,38.0,0.07204032692213577,7.0,0.04200791615842274,4.0
4,h,590000.0,S,2017-07-22,8.8,3081.0,2.0,2.0,409.0,,,-37.74033,145.03696000000005,Eastern Metropolitan,2674.0,Haughton,Heidelberg West,7,2017,3081.0,83.65789473684211,38.0,0.07204032692213577,7.0,0.04200791615842274,4.0
3,h,1460000.0,S,2017-07-22,16.0,3190.0,2.0,2.0,725.0,,,-37.95008,145.03203,Southern Metropolitan,4794.0,Whiting,Highett,7,2017,3190.0,154.56410256410257,39.0,0.3686742034943474,5.0,0.35117373229444127,5.0
4,h,1535000.0,S,2017-07-22,16.0,3190.0,2.0,2.0,719.0,719.0,1998.0,-37.94999,145.03122,Southern Metropolitan,4794.0,Thomson,Highett,7,2017,3190.0,154.56410256410257,39.0,0.3686742034943474,5.0,0.35117373229444127,5.0
4,h,700000.0,PI,2017-07-22,18.0,3037.0,2.0,4.0,788.0,236.0,1995.0,-37.68974,144.75225,Western Metropolitan,5556.0,Barry,Hillside,7,2017,3037.0,66.4375,16.0,0.14616877926230445,3.0,0.11878386564105117,3.0
3,h,520000.0,S,2017-07-22,18.4,3029.0,1.0,0.0,609.0,109.0,1986.0,-37.86991,144.68607,Western Metropolitan,13830.0,LJ,Hoppers Crossing,7,2017,3029.0,76.15044247787611,113.0,0.1934126168452993,7.0,0.13591894650369668,5.0
4,h,650000.0,SP,2017-07-22,18.4,3029.0,2.0,2.0,680.0,205.0,1985.0,-37.86821,144.69566,Western Metropolitan,13830.0,Triwest,Hoppers Crossing,7,2017,3029.0,76.15044247787611,113.0,0.1934126168452993,7.0,0.13591894650369668,5.0
4,h,576000.0,S,2017-07-22,18.4,3029.0,2.0,1.0,570.0,,,-37.87185,144.68931,Western Metropolitan,13830.0,hockingstuart,Hoppers Crossing,7,2017,3029.0,76.15044247787611,113.0,0.1934126168452993,7.0,0.13591894650369668,5.0
2,u,472000.0,S,2017-07-22,12.3,3166.0,1.0,1.0,0.0,70.0,1970.0,-37.89369,145.08354,Southern Metropolitan,3145.0,LITTLE,Hughesdale,7,2017,3166.0,113.14285714285714,70.0,0.16404835315421135,7.0,0.11652269879598051,6.0
2,t,880000.0,S,2017-07-22,7.8,3079.0,1.0,2.0,229.0,113.0,2005.0,-37.7651,145.03452,Eastern Metropolitan,5549.0,Miles,Ivanhoe,7,2017,3079.0,125.47368421052632,38.0,0.19453237410071944,10.0,0.15869657215404145,4.0
4,t,985000.0,VB,2017-07-22,7.8,3079.0,3.0,2.0,181.0,154.0,2016.0,-37.76758,145.03883000000005,Eastern Metropolitan,5549.0,Jellis,Ivanhoe,7,2017,3079.0,125.47368421052632,38.0,0.19453237410071944,10.0,0.15869657215404145,4.0
3,h,528000.0,SP,2017-07-22,14.0,3047.0,1.0,3.0,588.0,92.0,1960.0,-37.68306,144.90928,Northern Metropolitan,851.0,RW,Jacana,7,2017,3047.0,63.857142857142854,21.0,0.1726618705035971,2.0,0.1285919361396696,0.0
4,h,590000.0,SP,2017-07-22,14.0,3021.0,2.0,2.0,617.0,,,-37.7364,144.82556,Western Metropolitan,1202.0,Nelson,Kealba,7,2017,3021.0,81.65,20.0,0.10414525522439191,1.0,0.087127529810062,1.0
3,h,918000.0,S,2017-07-22,11.7,3033.0,2.0,2.0,669.0,166.0,2000.0,-37.73936,144.85873999999995,Western Metropolitan,5629.0,Nelson,Keilor East,7,2017,3033.0,83.64285714285714,14.0,0.08039282859426747,3.0,0.031116974932165004,1.0
3,t,777000.0,S,2017-07-22,11.7,3033.0,2.0,1.0,300.0,,1950.0,-37.73421,144.86831999999995,Western Metropolitan,5629.0,Brad,Keilor East,7,2017,3033.0,83.64285714285714,14.0,0.08039282859426747,3.0,0.031116974932165004,1.0
4,h,880000.0,S,2017-07-22,11.7,3033.0,1.0,1.0,534.0,,,-37.74807,144.86927,Western Metropolitan,5629.0,Barry,Keilor East,7,2017,3033.0,83.64285714285714,14.0,0.08039282859426747,3.0,0.031116974932165004,1.0
2,u,591000.0,S,2017-07-22,5.4,3101.0,1.0,2.0,0.0,90.0,1887.0,-37.794129999999996,145.02382,Southern Metropolitan,10331.0,Nelson,Kew,7,2017,3101.0,139.5981308411215,107.0,0.24652278177458037,8.0,0.087127529810062,2.0
3,h,565000.0,S,2017-07-22,14.0,3021.0,2.0,3.0,543.0,106.9,1980.0,-37.72765,144.78107,Western Metropolitan,2878.0,Ray,Kings Park,7,2017,3021.0,81.65,20.0,0.10414525522439191,1.0,0.087127529810062,1.0
4,h,362000.0,SP,2017-07-22,31.7,3337.0,2.0,2.0,685.0,141.0,1970.0,-37.67277,144.59643,Northern Victoria,3553.0,hockingstuart,Kurunjang,7,2017,3337.0,110.8076923076923,26.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,330000.0,SP,2017-07-22,31.7,3337.0,1.0,1.0,654.0,,,-37.67195,144.5788,Northern Victoria,3553.0,PRDNationwide,Kurunjang,7,2017,3337.0,110.8076923076923,26.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,681000.0,SP,2017-07-22,6.4,3012.0,1.0,2.0,523.0,93.82,1950.0,-37.78242,144.86955,Western Metropolitan,3873.0,Biggin,Maidstone,7,2017,3012.0,112.63157894736842,76.0,0.1962315861596437,10.0,0.21595180602922504,5.0
3,h,1005000.0,S,2017-07-22,6.4,3012.0,1.0,5.0,653.0,109.0,1930.0,-37.786390000000004,144.88214,Western Metropolitan,3873.0,Sweeney,Maidstone,7,2017,3012.0,112.63157894736842,76.0,0.1962315861596437,10.0,0.21595180602922504,5.0
2,h,468000.0,S,2017-07-22,6.4,3012.0,1.0,2.0,312.0,89.0,1990.0,-37.78353,144.87233,Western Metropolitan,3873.0,Burnham,Maidstone,7,2017,3012.0,112.63157894736842,76.0,0.1962315861596437,10.0,0.21595180602922504,5.0
2,h,650000.0,S,2017-07-22,6.4,3012.0,1.0,2.0,249.0,,,-37.788909999999994,144.87114,Western Metropolitan,3873.0,Sweeney,Maidstone,7,2017,3012.0,112.63157894736842,76.0,0.1962315861596437,10.0,0.21595180602922504,5.0
3,h,1638000.0,S,2017-07-22,8.4,3145.0,1.0,1.0,697.0,,,-37.88354,145.07536000000005,Southern Metropolitan,8801.0,Fletchers,Malvern East,7,2017,3145.0,116.26724137931035,116.0,0.14061717658839962,13.0,0.0472978018968908,10.0
3,t,640000.0,S,2017-07-22,4.3,3032.0,2.0,2.0,91.0,132.0,2000.0,-37.77449,144.88011,Western Metropolitan,4918.0,Biggin,Maribyrnong,7,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
2,u,410000.0,VB,2017-07-22,4.3,3032.0,1.0,2.0,0.0,,,-37.77117,144.88041,Western Metropolitan,4918.0,Raine,Maribyrnong,7,2017,3032.0,111.61363636363636,176.0,0.16984812150279777,15.0,0.13416602358251808,12.0
3,h,375000.0,S,2017-07-22,29.8,3338.0,1.0,2.0,584.0,,1983.0,-37.712109999999996,144.57703999999995,Western Victoria,4718.0,Raine,Melton South,7,2017,3338.0,95.48,25.0,0.21377183967112023,1.0,0.18019840183216745,0.0
3,h,326000.0,S,2017-07-22,29.8,3338.0,1.0,1.0,611.0,115.0,1985.0,-37.69467,144.57827,Western Victoria,4718.0,hockingstuart,Melton South,7,2017,3338.0,95.48,25.0,0.21377183967112023,1.0,0.18019840183216745,0.0
3,h,400000.0,SP,2017-07-22,29.8,3338.0,2.0,2.0,800.0,,,-37.71691,144.57108,Western Victoria,4718.0,YPA,Melton South,7,2017,3338.0,95.48,25.0,0.21377183967112023,1.0,0.18019840183216745,0.0
3,h,412250.0,S,2017-07-22,29.8,3338.0,1.0,2.0,592.0,,,-37.700559999999996,144.57125,Western Victoria,4718.0,Ray,Melton South,7,2017,3338.0,95.48,25.0,0.21377183967112023,1.0,0.18019840183216745,0.0
3,h,371500.0,S,2017-07-22,31.7,3337.0,2.0,0.0,582.0,,,-37.6773,144.565,Northern Victoria,6065.0,Raine,Melton West,7,2017,3337.0,110.8076923076923,26.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,725000.0,S,2017-07-22,17.9,3082.0,2.0,2.0,602.0,129.0,1980.0,-37.66916,145.06912,Northern Metropolitan,10529.0,Ray,Mill Park,7,2017,3082.0,76.66666666666667,18.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,1101000.0,S,2017-07-22,17.2,3132.0,1.0,2.0,774.0,132.6,1950.0,-37.80588,145.1981,Eastern Metropolitan,6871.0,Ray,Mitcham,7,2017,3132.0,68.60526315789474,38.0,0.29738925175491393,0.0,0.24739606264630662,0.0
4,t,926000.0,S,2017-07-22,17.2,3132.0,3.0,2.0,374.0,170.0,2000.0,-37.81521,145.18726999999996,Eastern Metropolitan,6871.0,Ray,Mitcham,7,2017,3132.0,68.60526315789474,38.0,0.29738925175491393,0.0,0.24739606264630662,0.0
1,u,362000.0,S,2017-07-22,6.2,3039.0,1.0,1.0,0.0,55.0,2015.0,-37.77149,144.91552,Western Metropolitan,6232.0,Brad,Moonee Ponds,7,2017,3039.0,100.98076923076923,52.0,0.12744090441932168,4.0,0.1161700397467493,3.0
1,u,309000.0,S,2017-07-22,21.5,3195.0,1.0,1.0,57.0,42.0,1978.0,-38.00331,145.09425,South-Eastern Metropolitan,3650.0,Barry,Mordialloc,7,2017,3195.0,143.04225352112675,71.0,0.2681936083786033,7.0,0.2413432575738717,5.0
3,h,1267000.0,S,2017-07-22,14.2,3149.0,2.0,4.0,714.0,,,-37.89289,145.11501,Eastern Metropolitan,13366.0,Ray,Mount Waverley,7,2017,3149.0,119.41558441558442,77.0,0.15911515685410854,7.0,0.12303651888178038,6.0
2,u,611000.0,S,2017-07-22,14.2,3149.0,1.0,1.0,161.0,82.0,1970.0,-37.8837,145.11526,Eastern Metropolitan,13366.0,Win,Mount Waverley,7,2017,3149.0,119.41558441558442,77.0,0.15911515685410854,7.0,0.12303651888178038,6.0
4,h,1750000.0,SP,2017-07-22,14.2,3149.0,2.0,2.0,766.0,,,-37.88043,145.13062,Eastern Metropolitan,13366.0,Jellis,Mount Waverley,7,2017,3149.0,119.41558441558442,77.0,0.15911515685410854,7.0,0.12303651888178038,6.0
3,h,755000.0,S,2017-07-22,18.8,3170.0,2.0,2.0,197.0,132.0,2005.0,-37.92285,145.18549,South-Eastern Metropolitan,7113.0,Ray,Mulgrave,7,2017,3170.0,59.45454545454545,22.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,862000.0,S,2017-07-22,18.8,3170.0,2.0,2.0,246.0,3.0,2002.0,-37.928290000000004,145.19647,South-Eastern Metropolitan,7113.0,Win,Mulgrave,7,2017,3170.0,59.45454545454545,22.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,815500.0,S,2017-07-22,18.8,3170.0,2.0,2.0,434.0,104.0,1960.0,-37.93228,145.15827,South-Eastern Metropolitan,7113.0,Ray,Mulgrave,7,2017,3170.0,59.45454545454545,22.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,1100000.0,VB,2017-07-22,6.2,3015.0,2.0,3.0,449.0,154.3,1940.0,-37.84769,144.87667,Western Metropolitan,5498.0,Williams,Newport,7,2017,3015.0,132.04615384615386,65.0,0.29934909215484756,8.0,0.17454548471949083,3.0
4,h,1130000.0,SP,2017-07-22,10.4,3042.0,2.0,2.0,650.0,163.0,1975.0,-37.73435,144.8768,Western Metropolitan,2291.0,Nelson,Niddrie,7,2017,3042.0,81.57142857142857,35.0,0.22374785885577253,5.0,0.14945483059918846,4.0
4,h,1006000.0,S,2017-07-22,10.4,3042.0,2.0,1.0,270.0,178.74,2008.0,-37.74266,144.88577,Western Metropolitan,2291.0,Brad,Niddrie,7,2017,3042.0,81.57142857142857,35.0,0.22374785885577253,5.0,0.14945483059918846,4.0
2,u,445000.0,S,2017-07-22,22.7,3174.0,1.0,3.0,197.0,82.0,1998.0,-37.96903,145.18999,South-Eastern Metropolitan,11806.0,iSell,Noble Park,7,2017,3174.0,49.0,32.0,0.06372045220966085,4.0,0.022860604250163882,3.0
3,h,650000.0,SP,2017-07-22,22.7,3174.0,1.0,1.0,603.0,130.0,1970.0,-37.96318,145.18962,South-Eastern Metropolitan,11806.0,iSell,Noble Park,7,2017,3174.0,49.0,32.0,0.06372045220966085,4.0,0.022860604250163882,3.0
2,u,465000.0,SP,2017-07-22,1.8,3051.0,1.0,1.0,0.0,53.0,2010.0,-37.79831,144.94261,Northern Metropolitan,6821.0,Jellis,North Melbourne,7,2017,3051.0,112.23372781065089,338.0,0.32533211526017286,36.0,0.31766122901519084,26.0
3,h,1290000.0,PI,2017-07-22,5.3,3070.0,2.0,1.0,196.0,,1910.0,-37.776509999999995,144.99074,Northern Metropolitan,11364.0,McGrath,Northcote,7,2017,3070.0,113.28169014084507,284.0,0.233370388237515,49.0,0.22769470856914276,29.0
3,h,1335000.0,S,2017-07-22,5.3,3070.0,1.0,1.0,390.0,112.0,1920.0,-37.765879999999996,144.99731,Northern Metropolitan,11364.0,Nelson,Northcote,7,2017,3070.0,113.28169014084507,284.0,0.233370388237515,49.0,0.22769470856914276,29.0
1,u,352500.0,S,2017-07-22,5.3,3070.0,1.0,1.0,1279.0,,,-37.7662,144.99907,Northern Metropolitan,11364.0,Ray,Northcote,7,2017,3070.0,113.28169014084507,284.0,0.233370388237515,49.0,0.22769470856914276,29.0
3,h,1875000.0,S,2017-07-22,5.3,3070.0,1.0,2.0,771.0,,1950.0,-37.76631,145.01699,Northern Metropolitan,11364.0,McGrath,Northcote,7,2017,3070.0,113.28169014084507,284.0,0.233370388237515,49.0,0.22769470856914276,29.0
4,h,1390000.0,S,2017-07-22,15.5,3167.0,2.0,2.0,558.0,243.0,2010.0,-37.91917,145.08807,South-Eastern Metropolitan,3692.0,Buxton,Oakleigh South,7,2017,3167.0,107.21739130434783,23.0,0.29738925175491393,0.0,0.24739606264630662,0.0
4,h,643500.0,S,2017-07-22,47.3,3810.0,2.0,2.0,600.0,300.0,2010.0,-38.075829999999996,145.43698,Eastern Victoria,17384.0,C21,Pakenham,7,2017,3810.0,94.95454545454545,22.0,0.3087815461916182,3.0,0.3982972791317119,2.0
2,u,541000.0,S,2017-07-22,8.5,3044.0,1.0,1.0,133.0,,,-37.72136,144.92932,Northern Metropolitan,7485.0,Nelson,Pascoe Vale,7,2017,3044.0,98.95,40.0,0.19414868105515593,5.0,0.12042269298747851,4.0
2,t,510000.0,PI,2017-07-22,8.5,3044.0,1.0,1.0,129.0,88.3,2012.0,-37.71865,144.95018000000005,Northern Metropolitan,7485.0,Nelson,Pascoe Vale,7,2017,3044.0,98.95,40.0,0.19414868105515593,5.0,0.12042269298747851,4.0
2,u,550000.0,SP,2017-07-22,8.5,3044.0,1.0,1.0,164.0,80.7,2008.0,-37.72219000000001,144.92559,Northern Metropolitan,7485.0,Rendina,Pascoe Vale,7,2017,3044.0,98.95,40.0,0.19414868105515593,5.0,0.12042269298747851,4.0
2,u,580000.0,S,2017-07-22,8.5,3044.0,1.0,1.0,103.0,111.0,2010.0,-37.72773,144.92628,Northern Metropolitan,7485.0,Nelson,Pascoe Vale,7,2017,3044.0,98.95,40.0,0.19414868105515593,5.0,0.12042269298747851,4.0
2,u,706000.0,S,2017-07-22,8.5,3044.0,1.0,1.0,205.0,,1998.0,-37.72998,144.94138,Northern Metropolitan,7485.0,Nelson,Pascoe Vale,7,2017,3044.0,98.95,40.0,0.19414868105515593,5.0,0.12042269298747851,4.0
2,u,559000.0,S,2017-07-22,3.5,3207.0,1.0,1.0,712.0,,1968.0,-37.83529,144.93749,Southern Metropolitan,8648.0,hockingstuart,Port Melbourne,7,2017,3207.0,200.2101167315175,257.0,0.7239688647752895,43.0,0.5157905311934337,28.0
2,u,570000.0,VB,2017-07-22,4.6,3181.0,2.0,1.0,0.0,,,-37.85973,145.00925,Southern Metropolitan,7717.0,Jellis,Prahran,7,2017,3181.0,148.1695652173913,460.0,0.38815931381878627,54.0,0.3366087915338399,34.0
1,u,250000.0,PI,2017-07-22,8.4,3072.0,1.0,1.0,631.0,34.0,1965.0,-37.74495,144.99322,Northern Metropolitan,14577.0,hockingstuart,Preston,7,2017,3072.0,94.15602836879432,141.0,0.20030343072480794,7.0,0.10569814044957807,5.0
1,u,392000.0,S,2017-07-22,8.4,3072.0,1.0,1.0,629.0,41.0,1965.0,-37.741440000000004,144.99326000000005,Northern Metropolitan,14577.0,Harcourts,Preston,7,2017,3072.0,94.15602836879432,141.0,0.20030343072480794,7.0,0.10569814044957807,5.0
1,u,505000.0,SP,2017-07-22,8.4,3072.0,1.0,1.0,102.0,43.0,2000.0,-37.746790000000004,145.01394,Northern Metropolitan,14577.0,Woodards,Preston,7,2017,3072.0,94.15602836879432,141.0,0.20030343072480794,7.0,0.10569814044957807,5.0
3,h,980000.0,S,2017-07-22,8.4,3072.0,1.0,3.0,397.0,107.0,1925.0,-37.73724,145.00984,Northern Metropolitan,14577.0,Harrington,Preston,7,2017,3072.0,94.15602836879432,141.0,0.20030343072480794,7.0,0.10569814044957807,5.0
2,u,495000.0,S,2017-07-22,12.0,3073.0,1.0,1.0,134.0,,2013.0,-37.7216,145.0178,Northern Metropolitan,21650.0,Ray,Reservoir,7,2017,3073.0,273.9264705882353,68.0,0.13149099767804806,9.0,0.10699571830424934,8.0
2,h,320000.0,PI,2017-07-22,12.0,3073.0,1.0,1.0,89.0,65.0,1965.0,-37.717659999999995,145.00132,Northern Metropolitan,21650.0,Ray,Reservoir,7,2017,3073.0,273.9264705882353,68.0,0.13149099767804806,9.0,0.10699571830424934,8.0
2,t,617500.0,SP,2017-07-22,12.0,3073.0,2.0,1.0,0.0,114.0,2010.0,-37.73012,145.02652,Northern Metropolitan,21650.0,RW,Reservoir,7,2017,3073.0,273.9264705882353,68.0,0.13149099767804806,9.0,0.10699571830424934,8.0
5,h,1282500.0,SA,2017-07-22,12.0,3073.0,2.0,2.0,499.0,251.0,2015.0,-37.725559999999994,144.99021000000005,Northern Metropolitan,21650.0,Nelson,Reservoir,7,2017,3073.0,273.9264705882353,68.0,0.13149099767804806,9.0,0.10699571830424934,8.0
4,h,760500.0,S,2017-07-22,12.0,3073.0,1.0,2.0,846.0,,,-37.70559,144.9902,Northern Metropolitan,21650.0,Nelson,Reservoir,7,2017,3073.0,273.9264705882353,68.0,0.13149099767804806,9.0,0.10699571830424934,8.0
2,u,419000.0,S,2017-07-22,2.4,3121.0,1.0,1.0,3512.0,51.0,2011.0,-37.81828,144.99788999999996,Northern Metropolitan,14949.0,Jellis,Richmond,7,2017,3121.0,162.26273885350318,628.0,0.5092528574542963,88.0,0.3948005090737099,64.0
3,h,1590000.0,S,2017-07-22,2.4,3121.0,2.0,1.0,83.0,,,-37.82458,144.99767,Northern Metropolitan,14949.0,Biggin,Richmond,7,2017,3121.0,162.26273885350318,628.0,0.5092528574542963,88.0,0.3948005090737099,64.0
2,u,592000.0,SP,2017-07-22,2.4,3121.0,2.0,2.0,2044.0,,,-37.817,144.99553999999995,Northern Metropolitan,14949.0,Biggin,Richmond,7,2017,3121.0,162.26273885350318,628.0,0.5092528574542963,88.0,0.3948005090737099,64.0
2,u,1667500.0,S,2017-07-22,2.4,3121.0,2.0,2.0,92.0,141.0,1940.0,-37.82324000000001,144.99174,Northern Metropolitan,14949.0,Jellis,Richmond,7,2017,3121.0,162.26273885350318,628.0,0.5092528574542963,88.0,0.3948005090737099,64.0
2,u,685000.0,SP,2017-07-22,2.4,3121.0,2.0,1.0,0.0,77.0,2011.0,-37.813,144.99303,Northern Metropolitan,14949.0,Collins,Richmond,7,2017,3121.0,162.26273885350318,628.0,0.5092528574542963,88.0,0.3948005090737099,64.0
3,h,882500.0,S,2017-07-22,19.9,3134.0,2.0,2.0,918.0,145.0,1975.0,-37.794000000000004,145.24636,Eastern Metropolitan,7785.0,hockingstuart,Ringwood,7,2017,3134.0,116.58928571428571,56.0,0.10670320886148227,3.0,0.07497116493656286,3.0
3,h,910000.0,S,2017-07-22,19.9,3134.0,2.0,2.0,651.0,162.0,1977.0,-37.79638,145.24268,Eastern Metropolitan,7785.0,Philip,Ringwood,7,2017,3134.0,116.58928571428571,56.0,0.10670320886148227,3.0,0.07497116493656286,3.0
3,h,777000.0,S,2017-07-22,21.3,3135.0,2.0,2.0,502.0,,,-37.82268,145.25058,Eastern Metropolitan,4407.0,Harcourts,Ringwood East,7,2017,3135.0,104.11764705882354,17.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,510000.0,S,2017-07-22,20.6,3064.0,2.0,2.0,523.0,,2000.0,-37.63528,144.93117,Northern Metropolitan,5833.0,Jason,Roxburgh Park,7,2017,3064.0,71.4047619047619,42.0,0.013703323055841043,2.0,0.13197746301228913,0.0
3,h,1651000.0,S,2017-07-22,15.2,3191.0,2.0,1.0,390.0,125.0,1950.0,-37.95035,145.01571,Southern Metropolitan,4497.0,Buxton,Sandringham,7,2017,3191.0,195.72,50.0,0.5254950325453922,10.0,0.4699730082468874,7.0
2,u,770000.0,S,2017-07-22,15.2,3191.0,1.0,1.0,208.0,,1970.0,-37.95265,145.02045,Southern Metropolitan,4497.0,Buxton,Sandringham,7,2017,3191.0,195.72,50.0,0.5254950325453922,10.0,0.4699730082468874,7.0
4,h,1040000.0,S,2017-07-22,22.2,3179.0,2.0,2.0,1134.0,152.0,1970.0,-37.89496,145.23404,Eastern Metropolitan,2206.0,Purplebricks,Scoresby,7,2017,3179.0,76.54545454545455,11.0,0.29738925175491393,0.0,0.24739606264630662,0.0
4,h,1120000.0,S,2017-07-22,22.2,3179.0,2.0,2.0,960.0,179.0,1985.0,-37.889920000000004,145.22123,Eastern Metropolitan,2206.0,Noel,Scoresby,7,2017,3179.0,76.54545454545455,11.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,u,886000.0,S,2017-07-22,5.1,3011.0,2.0,2.0,0.0,,2005.0,-37.80618,144.89057,Western Metropolitan,2417.0,Jas,Seddon,7,2017,3011.0,95.6010101010101,198.0,0.15452780632636748,24.0,0.12753119303864865,18.0
3,h,601000.0,S,2017-07-22,20.5,3752.0,2.0,2.0,454.0,,,-37.63556,145.06679,Northern Metropolitan,7969.0,Ray,South Morang,7,2017,3752.0,63.90909090909091,11.0,0.29738925175491393,0.0,0.24739606264630662,0.0
4,h,810000.0,S,2017-07-22,20.5,3752.0,2.0,2.0,639.0,,,-37.63947,145.08562,Northern Metropolitan,7969.0,RW,South Morang,7,2017,3752.0,63.90909090909091,11.0,0.29738925175491393,0.0,0.24739606264630662,0.0
5,h,945000.0,SA,2017-07-22,20.5,3752.0,3.0,4.0,700.0,,,-37.62166,145.06747,Northern Metropolitan,7969.0,Harcourts,South Morang,7,2017,3752.0,63.90909090909091,11.0,0.29738925175491393,0.0,0.24739606264630662,0.0
3,h,500000.0,SA,2017-07-22,20.5,3752.0,2.0,2.0,330.0,118.0,2008.0,-37.64027,145.08745,Northern Metropolitan,7969.0,Harcourts,South Morang,7,2017,3752.0,63.90909090909091,11.0,0.29738925175491393,0.0,0.24739606264630662,0.0
2,u,747500.0,S,2017-07-22,2.7,3141.0,1.0,1.0,0.0,,,-37.83564000000001,144.97728999999995,Southern Metropolitan,14887.0,hockingstuart,South Yarra,7,2017,3141.0,157.91259931895573,881.0,0.4825782362314605,109.0,0.35072703083208173,90.0
1,u,420000.0,S,2017-07-22,2.7,3141.0,1.0,1.0,0.0,43.0,1960.0,-37.83547,144.98844,Southern Metropolitan,14887.0,hockingstuart,South Yarra,7,2017,3141.0,157.91259931895573,881.0,0.4825782362314605,109.0,0.35072703083208173,90.0
2,u,460000.0,VB,2017-07-22,2.7,3141.0,2.0,0.0,0.0,63.0,2014.0,-37.83863,144.99379,Southern Metropolitan,14887.0,Gary,South Yarra,7,2017,3141.0,157.91259931895573,881.0,0.4825782362314605,109.0,0.35072703083208173,90.0
